,Date/Time,Lat,Lon,Base,Hour,KMEANS5_labels,DBSCAN_labels,AGGC_label,Day,KMEANS_label,DBSCAN_label
7163,2014-06-07 08:10:00,40.7707,-73.9683,0,8,1,0,2,5,4,0
542942,2014-06-13 00:38:00,40.6878,-74.1817,3,0,5,3,3,4,2,3
53215,2014-06-03 20:32:00,40.7323,-74.0053,1,20,2,0,0,1,0,0
190059,2014-06-19 19:35:00,40.7421,-74.0007,1,19,2,0,0,3,0,0
566089,2014-06-16 18:21:00,40.7249,-73.9924,3,18,2,0,0,0,0,0
149713,2014-06-14 14:59:00,40.7554,-73.9783,1,14,7,0,2,5,4,0
537620,2014-06-12 14:51:00,40.6718,-73.976,3,14,0,0,0,3,0,0
234810,2014-06-25 19:04:00,40.7172,-73.9553,1,19,0,0,0,2,0,0
74616,2014-06-06 03:14:00,40.7439,-74.0064,1,3,2,0,0,4,0,0
316592,2014-06-09 06:35:00,40.7837,-73.9735,2,6,1,0,2,0,4,0
533485,2014-06-11 22:18:00,40.7157,-74.0091,3,22,2,0,0,2,0,0
113977,2014-06-10 21:08:00,40.7484,-73.985,1,21,7,0,2,1,4,0
368369,2014-06-17 17:31:00,40.7536,-73.9759,2,17,7,0,2,1,4,0
545899,2014-06-13 11:19:00,40.7518,-73.9743,3,11,7,0,2,4,4,0
144924,2014-06-13 20:15:00,40.7706,-73.9918,1,20,7,0,2,4,4,0
453543,2014-06-29 21:10:00,40.6764,-74.0141,2,21,0,0,0,6,0,0
101867,2014-06-09 13:04:00,40.7661,-73.9263,1,13,1,0,2,0,4,0
351687,2014-06-14 11:28:00,40.7234,-73.9457,2,11,0,0,0,5,0,0
481573,2014-06-04 17:09:00,40.723,-74.0021,3,17,2,0,0,2,0,0
520898,2014-06-10 09:52:00,40.7236,-73.9984,3,9,2,0,0,1,0,0
553159,2014-06-14 06:47:00,40.7099,-74.0154,3,6,2,0,0,5,0,0
634863,2014-06-27 13:10:00,40.774,-73.8719,3,13,6,2,1,4,3,2
154490,2014-06-15 01:59:00,40.7184,-73.9493,1,1,0,0,0,6,0,0
5021,2014-06-05 14:58:00,40.7508,-73.9829,0,14,7,0,2,3,4,0
529934,2014-06-11 15:33:00,40.7595,-73.9807,3,15,7,0,2,2,4,0
515031,2014-06-09 11:15:00,40.7541,-73.9921,3,11,7,0,2,0,4,0
587666,2014-06-19 21:12:00,40.731,-74.007,3,21,2,0,0,3,0,0
429800,2014-06-26 17:31:00,40.7527,-73.9896,2,17,7,0,2,3,4,0
604380,2014-06-22 16:32:00,40.7359,-73.9824,3,16,2,0,0,6,0,0
208016,2014-06-21 22:25:00,40.7129,-73.9567,1,22,0,0,0,5,0,0
276454,2014-06-01 09:59:00,40.7381,-74.0095,2,9,2,0,0,6,0,0
306693,2014-06-06 23:54:00,40.7172,-74.0443,2,23,2,0,0,4,0,0
212021,2014-06-22 15:50:00,40.7284,-73.9995,1,15,2,0,0,6,0,0
58387,2014-06-04 15:30:00,40.76,-73.9809,1,15,7,0,2,2,4,0
637242,2014-06-27 18:55:00,40.7348,-73.9969,3,18,2,0,0,4,0,0
268748,2014-06-29 22:10:00,40.7311,-74.008,1,22,2,0,0,6,0,0
494558,2014-06-06 08:38:00,40.7531,-73.9814,3,8,7,0,2,4,4,0
615959,2014-06-24 20:22:00,40.7465,-73.9859,3,20,7,0,2,1,4,0
439060,2014-06-27 18:34:00,40.7286,-73.9859,2,18,2,0,0,4,0,0
112352,2014-06-10 18:09:00,40.7348,-73.989,1,18,2,0,0,1,0,0
385106,2014-06-19 21:52:00,40.7566,-73.9766,2,21,7,0,2,3,4,0
564900,2014-06-16 15:10:00,40.7406,-74.0065,3,15,2,0,0,0,0,0
20304,2014-06-18 19:11:00,40.645,-73.7818,0,19,3,1,4,2,1,1
265990,2014-06-29 14:07:00,40.7212,-73.9878,1,14,2,0,0,6,0,0
486201,2014-06-05 08:23:00,40.6922,-73.9727,3,8,0,0,0,3,0,0
503588,2014-06-07 14:57:00,40.6951,-74.1785,3,14,5,3,3,5,2,3
36812,2014-06-01 17:14:00,40.7727,-73.9614,1,17,1,0,2,6,4,0
295041,2014-06-05 07:48:00,40.7414,-74.0029,2,7,2,0,0,3,0,0
555102,2014-06-14 15:40:00,40.7791,-73.9622,3,15,1,0,2,5,4,0
179926,2014-06-18 18:07:00,40.749,-73.9921,1,18,7,0,2,2,4,0
347066,2014-06-13 17:28:00,40.76,-73.9684,2,17,7,0,2,4,4,0
457552,2014-06-30 16:25:00,40.7596,-73.972,2,16,7,0,2,0,4,0
290186,2014-06-04 12:39:00,40.7671,-73.9824,2,12,7,0,2,2,4,0
301542,2014-06-06 07:55:00,40.7453,-73.9942,2,7,7,0,2,4,4,0
110584,2014-06-10 15:41:00,40.7221,-73.9864,1,15,2,0,0,1,0,0
265634,2014-06-29 13:00:00,40.7212,-73.9966,1,13,2,0,0,6,0,0
429006,2014-06-26 16:20:00,40.7547,-73.9758,2,16,7,0,2,3,4,0
552464,2014-06-14 00:30:00,40.748,-74.0027,3,0,2,0,0,5,4,0
260095,2014-06-28 17:27:00,40.7237,-73.9915,1,17,2,0,0,5,0,0
516698,2014-06-09 16:38:00,40.7587,-73.9749,3,16,7,0,2,0,4,0
427469,2014-06-26 13:01:00,40.7052,-74.0078,2,13,2,0,0,3,0,0
476636,2014-06-03 20:54:00,40.7539,-73.9832,3,20,7,0,2,1,4,0
402138,2014-06-22 15:33:00,40.8297,-73.9282,2,15,1,0,2,6,3,0
387794,2014-06-20 10:53:00,40.724,-73.9937,2,10,2,0,0,4,0,0
403420,2014-06-22 19:34:00,40.7589,-73.9682,2,19,7,0,2,6,4,0
142187,2014-06-13 17:24:00,40.7422,-73.9814,1,17,7,0,2,4,4,0
390339,2014-06-20 17:20:00,40.7899,-73.9543,2,17,1,0,2,4,4,0
15181,2014-06-13 17:50:00,40.7848,-73.954,0,17,1,0,2,4,4,0
566735,2014-06-16 20:39:00,40.7553,-73.985,3,20,7,0,2,0,4,0
479405,2014-06-04 11:15:00,40.7582,-73.9738,3,11,7,0,2,2,4,0
120495,2014-06-11 16:55:00,40.6484,-73.7831,1,16,3,1,4,2,1,1
489135,2014-06-05 16:10:00,40.774,-73.8725,3,16,6,2,1,3,3,2
238072,2014-06-26 06:34:00,40.7023,-73.9867,1,6,0,0,0,3,0,0
607219,2014-06-23 08:03:00,40.7665,-73.9782,3,8,7,0,2,0,4,0
496172,2014-06-06 14:13:00,40.7604,-73.9738,3,14,7,0,2,4,4,0
613165,2014-06-24 12:40:00,40.7269,-74.0034,3,12,2,0,0,1,0,0
220269,2014-06-23 21:46:00,40.7293,-73.9875,1,21,2,0,0,0,0,0
307666,2014-06-07 09:18:00,40.7019,-73.9179,2,9,0,0,0,5,0,0
287719,2014-06-03 20:49:00,40.7644,-73.9988,2,20,7,0,2,1,4,0
127541,2014-06-12 12:05:00,40.7733,-73.9893,1,12,7,0,2,3,4,0
124833,2014-06-12 04:19:00,40.7137,-74.0068,1,4,2,0,0,3,0,0
270869,2014-06-30 09:52:00,40.752,-73.977,1,9,7,0,2,0,4,0
199243,2014-06-20 19:28:00,40.744,-73.9837,1,19,7,0,2,4,4,0
397417,2014-06-21 19:06:00,40.7561,-73.9765,2,19,7,0,2,5,4,0
418931,2014-06-25 13:09:00,40.7156,-74.0112,2,13,2,0,0,2,0,0
211301,2014-06-22 13:44:00,40.7227,-74.0045,1,13,2,0,0,6,0,0
409401,2014-06-23 21:28:00,40.7234,-73.9955,2,21,2,0,0,0,0,0
490385,2014-06-05 18:17:00,40.755,-73.9798,3,18,7,0,2,3,4,0
263015,2014-06-28 23:52:00,40.7341,-74.0025,1,23,2,0,0,5,0,0
541748,2014-06-12 21:44:00,40.6911,-73.9923,3,21,0,0,0,3,0,0
453556,2014-06-29 21:14:00,40.7073,-74.0089,2,21,2,0,0,6,0,0
279124,2014-06-01 22:50:00,40.7216,-73.9974,2,22,2,0,0,6,0,0
30252,2014-06-28 11:26:00,40.7752,-73.9494,0,11,1,0,2,5,4,0
663284,2014-06-28 09:51:00,40.7242,-73.998,4,9,2,0,0,5,0,0
607225,2014-06-23 08:04:00,40.7448,-73.9888,3,8,7,0,2,0,4,0
127221,2014-06-12 11:12:00,40.7486,-73.9925,1,11,7,0,2,3,4,0
542548,2014-06-12 23:12:00,40.7151,-73.9918,3,23,2,0,0,3,0,0
230366,2014-06-25 10:55:00,40.7694,-73.9613,1,10,1,0,2,2,4,0
383302,2014-06-19 19:11:00,40.7598,-73.976,2,19,7,0,2,3,4,0
384275,2014-06-19 20:39:00,40.775,-73.9568,2,20,1,0,2,3,4,0
228916,2014-06-25 07:10:00,40.7284,-73.9955,1,7,2,0,0,2,0,0
579696,2014-06-18 20:42:00,40.7132,-74.0081,3,20,2,0,0,2,0,0
432304,2014-06-26 21:18:00,40.7536,-73.985,2,21,7,0,2,3,4,0
447866,2014-06-28 22:38:00,40.8281,-73.9262,2,22,1,0,2,5,3,0
50918,2014-06-03 17:18:00,40.7588,-73.9895,1,17,7,0,2,1,4,0
217916,2014-06-23 15:52:00,40.7677,-73.9579,1,15,1,0,2,0,4,0
56099,2014-06-04 08:59:00,40.7553,-73.9874,1,8,7,0,2,2,4,0
632395,2014-06-27 00:20:00,40.744,-74.0068,3,0,2,0,0,4,0,0
125952,2014-06-12 07:57:00,40.7574,-73.9825,1,7,7,0,2,3,4,0
471801,2014-06-03 08:58:00,40.7554,-73.9794,3,8,7,0,2,1,4,0
98556,2014-06-09 06:27:00,40.7325,-73.9901,1,6,2,0,0,0,0,0
607039,2014-06-23 07:30:00,40.7259,-74.0008,3,7,2,0,0,0,0,0
124225,2014-06-11 22:51:00,40.7653,-73.9829,1,22,7,0,2,2,4,0
76570,2014-06-06 10:25:00,40.7581,-73.9754,1,10,7,0,2,4,4,0
596713,2014-06-21 08:09:00,40.7091,-74.0161,3,8,2,0,0,5,0,0
179593,2014-06-18 17:40:00,40.7529,-73.9956,1,17,7,0,2,2,4,0
387306,2014-06-20 08:48:00,40.7464,-73.9738,2,8,7,0,2,4,4,0
622651,2014-06-25 19:44:00,40.6537,-73.9562,3,19,0,0,0,2,0,0
456638,2014-06-30 13:47:00,40.7474,-73.9849,2,13,7,0,2,0,4,0
514227,2014-06-09 09:09:00,40.7871,-73.9539,3,9,1,0,2,0,4,0
141164,2014-06-13 16:11:00,40.7798,-73.9747,1,16,1,0,2,4,4,0
140553,2014-06-13 15:13:00,40.7634,-73.9749,1,15,7,0,2,4,4,0
662095,2014-06-24 15:53:00,40.7544,-73.9655,4,15,7,0,2,1,4,0
477760,2014-06-04 05:36:00,40.7762,-73.9456,3,5,1,0,2,2,4,0
426203,2014-06-26 08:47:00,40.7721,-73.9561,2,8,1,0,2,3,4,0
162581,2014-06-16 15:13:00,40.7739,-73.8715,1,15,6,2,1,0,3,2
573010,2014-06-17 21:20:00,40.7529,-73.9798,3,21,7,0,2,1,4,0
221845,2014-06-24 08:06:00,40.7681,-73.9566,1,8,1,0,2,1,4,0
436817,2014-06-27 14:17:00,40.7548,-73.9719,2,14,7,0,2,4,4,0
642398,2014-06-28 16:32:00,40.6225,-74.0157,3,16,0,-1,0,5,0,-1
341339,2014-06-12 22:08:00,40.7323,-73.9928,2,22,2,0,0,3,0,0
159411,2014-06-16 01:31:00,40.7572,-73.9898,1,1,7,0,2,0,4,0
540937,2014-06-12 20:22:00,40.7198,-74.0071,3,20,2,0,0,3,0,0
416280,2014-06-24 23:25:00,40.767,-73.9818,2,23,7,0,2,1,4,0
64018,2014-06-05 06:09:00,40.7348,-74.0037,1,6,2,0,0,3,0,0
285890,2014-06-03 16:32:00,40.7372,-74.0058,2,16,2,0,0,1,0,0
168217,2014-06-17 12:09:00,40.6448,-73.7818,1,12,3,1,4,1,1,1
555078,2014-06-14 15:38:00,40.7682,-73.8621,3,15,6,2,1,5,3,2
534137,2014-06-12 03:31:00,40.8014,-73.9659,3,3,1,0,2,3,4,0
84039,2014-06-07 01:02:00,40.7144,-73.9656,1,1,0,0,0,5,0,0
525507,2014-06-10 21:43:00,40.7684,-73.9692,3,21,7,0,2,1,4,0
593874,2014-06-20 19:15:00,40.7183,-74.0054,3,19,2,0,0,4,0,0
378366,2014-06-19 07:10:00,40.7867,-73.978,2,7,1,0,2,3,4,0
217032,2014-06-23 13:10:00,40.7395,-73.9942,1,13,2,0,2,0,0,0
54421,2014-06-04 00:09:00,40.7236,-73.9512,1,0,0,0,0,2,0,0
256160,2014-06-28 01:11:00,40.6786,-73.99,1,1,0,0,0,5,0,0
28113,2014-06-26 14:04:00,40.7777,-73.9632,0,14,1,0,2,3,4,0
438945,2014-06-27 18:20:00,40.7562,-73.9863,2,18,7,0,2,4,4,0
46867,2014-06-03 08:20:00,40.7023,-73.9867,1,8,0,0,0,1,0,0
347486,2014-06-13 18:01:00,40.7486,-73.9761,2,18,7,0,2,4,4,0
488400,2014-06-05 14:36:00,40.642,-73.7886,3,14,3,1,4,3,1,1
108098,2014-06-10 08:45:00,40.721,-73.9812,1,8,2,0,0,1,0,0
93811,2014-06-08 12:09:00,40.6857,-73.9642,1,12,0,0,0,6,0,0
134196,2014-06-12 21:56:00,40.7547,-73.974,1,21,7,0,2,3,4,0
9405,2014-06-09 13:35:00,40.7661,-73.9694,0,13,7,0,2,0,4,0
234552,2014-06-25 18:46:00,40.7238,-74.0038,1,18,2,0,0,2,0,0
342609,2014-06-13 04:58:00,40.7609,-73.999,2,4,7,0,2,4,4,0
430447,2014-06-26 18:24:00,40.7512,-73.9979,2,18,7,0,2,3,4,0
8517,2014-06-08 16:43:00,40.7691,-73.9674,0,16,1,0,2,6,4,0
282689,2014-06-02 20:42:00,40.7424,-74.0043,2,20,2,0,0,0,0,0
457716,2014-06-30 16:47:00,40.7663,-73.9869,2,16,7,0,2,0,4,0
249858,2014-06-27 11:54:00,40.7459,-74.0075,1,11,2,0,0,4,4,0
525611,2014-06-10 21:59:00,40.756,-73.9984,3,21,7,0,2,1,4,0
650528,2014-06-30 07:24:00,40.7486,-73.9781,3,7,7,0,2,0,4,0
642155,2014-06-28 15:58:00,40.7175,-73.9522,3,15,0,0,0,5,0,0
572558,2014-06-17 20:20:00,40.7519,-73.9887,3,20,7,0,2,1,4,0
552330,2014-06-13 23:59:00,40.7394,-74.0067,3,23,2,0,0,4,0,0
28928,2014-06-26 23:04:00,40.7228,-74.005,0,23,2,0,0,3,0,0
279757,2014-06-02 07:05:00,40.7241,-73.9974,2,7,2,0,0,0,0,0
326960,2014-06-10 21:19:00,40.7592,-73.9726,2,21,7,0,2,1,4,0
304745,2014-06-06 18:32:00,40.7497,-74.005,2,18,2,0,0,4,4,0
580055,2014-06-18 21:21:00,40.7442,-73.9889,3,21,7,0,2,2,4,0
17166,2014-06-15 19:29:00,40.6919,-74.1769,0,19,5,3,3,6,2,3
581103,2014-06-19 01:52:00,40.718,-74.2384,3,1,5,-1,3,3,2,-1
471106,2014-06-03 06:57:00,40.7527,-73.9934,3,6,7,0,2,1,4,0
567555,2014-06-17 04:00:00,40.711,-74.0059,3,4,2,0,0,1,0,0
271406,2014-06-30 12:05:00,40.5993,-73.9516,1,12,0,-1,0,0,0,-1
608804,2014-06-23 15:16:00,40.645,-73.7819,3,15,3,1,4,0,1,1
169737,2014-06-17 15:44:00,40.7731,-73.9463,1,15,1,0,2,1,4,0
157021,2014-06-15 15:40:00,40.7199,-73.9875,1,15,2,0,0,6,0,0
552749,2014-06-14 02:11:00,40.7718,-73.989,3,2,7,0,2,5,4,0
20865,2014-06-19 09:36:00,40.787,-73.9531,0,9,1,0,2,3,4,0
67553,2014-06-05 13:11:00,40.741,-73.9924,1,13,2,0,2,3,0,0
256658,2014-06-28 04:34:00,40.7586,-73.9637,1,4,7,0,2,5,4,0
206373,2014-06-21 18:51:00,40.7096,-73.9504,1,18,0,0,0,5,0,0
16150,2014-06-14 15:41:00,40.6882,-74.1803,0,15,5,3,3,5,2,3
104707,2014-06-09 18:44:00,40.7485,-73.9393,1,18,1,0,2,0,4,0
393027,2014-06-20 23:14:00,40.785,-73.9705,2,23,1,0,2,4,4,0
76875,2014-06-06 11:21:00,40.7191,-73.9833,1,11,2,0,0,4,0,0
240507,2014-06-26 13:10:00,40.6903,-73.9609,1,13,0,0,0,3,0,0
424141,2014-06-25 22:19:00,40.751,-74.0042,2,22,7,0,0,2,4,0
31432,2014-06-29 17:58:00,40.7516,-73.993,0,17,7,0,2,6,4,0
81487,2014-06-06 20:15:00,40.8608,-73.9325,1,20,1,-1,2,4,3,-1
138645,2014-06-13 10:38:00,40.6893,-73.9868,1,10,0,0,0,4,0,0
390002,2014-06-20 16:43:00,40.7629,-73.9618,2,16,7,0,2,4,4,0
128547,2014-06-12 14:27:00,40.6463,-73.7901,1,14,3,1,4,3,1,1
625243,2014-06-26 07:12:00,40.767,-73.9626,3,7,1,0,2,3,4,0
401386,2014-06-22 12:53:00,40.7406,-74.0057,2,12,2,0,0,6,0,0
304768,2014-06-06 18:34:00,40.7417,-74.005,2,18,2,0,0,4,0,0
364556,2014-06-16 23:14:00,40.6954,-74.1776,2,23,5,3,3,0,2,3
60190,2014-06-04 17:55:00,40.7498,-74.005,1,17,2,0,0,2,4,0
286595,2014-06-03 17:50:00,40.7599,-73.9754,2,17,7,0,2,1,4,0
351624,2014-06-14 11:04:00,40.703,-73.9258,2,11,0,0,0,5,0,0
391773,2014-06-20 20:33:00,40.7685,-73.8625,2,20,6,2,1,4,3,2
446297,2014-06-28 18:54:00,40.6436,-73.79,2,18,3,1,4,5,1,1
113568,2014-06-10 20:21:00,40.7094,-74.0116,1,20,2,0,0,1,0,0
298722,2014-06-05 18:59:00,40.7185,-73.9977,2,18,2,0,0,3,0,0
364580,2014-06-16 23:25:00,40.7658,-73.9765,2,23,7,0,2,0,4,0
645174,2014-06-29 00:01:00,40.7575,-73.9858,3,0,7,0,2,6,4,0
415857,2014-06-24 21:53:00,40.7422,-74.0044,2,21,2,0,0,1,0,0
660622,2014-06-19 13:13:00,40.7402,-73.9948,4,13,2,0,2,3,0,0
209418,2014-06-22 01:56:00,40.7239,-73.9838,1,1,2,0,0,6,0,0
522447,2014-06-10 15:23:00,40.7552,-73.9869,3,15,7,0,2,1,4,0
11274,2014-06-11 06:38:00,40.7503,-73.9869,0,6,7,0,2,2,4,0
500555,2014-06-06 23:24:00,40.7565,-73.9254,3,23,1,0,2,4,4,0
487552,2014-06-05 11:44:00,40.731,-73.9915,3,11,2,0,0,3,0,0
345836,2014-06-13 15:13:00,40.7252,-73.9964,2,15,2,0,0,4,0,0
521950,2014-06-10 13:58:00,40.7443,-73.9902,3,13,7,0,2,1,4,0
19893,2014-06-18 14:30:00,40.8426,-73.9431,0,14,1,0,2,2,3,0
518190,2014-06-09 20:06:00,40.6557,-73.8389,3,20,3,-1,4,0,1,-1
663435,2014-06-28 22:55:00,40.7279,-74.0001,4,22,2,0,0,5,0,0
353353,2014-06-14 17:43:00,40.7216,-73.9559,2,17,0,0,0,5,0,0
473657,2014-06-03 15:48:00,40.7258,-73.9964,3,15,2,0,0,1,0,0
655658,2014-06-04 06:25:00,40.7398,-73.9878,4,6,7,0,2,2,0,0
596547,2014-06-21 06:04:00,40.7832,-73.9547,3,6,1,0,2,5,4,0
172795,2014-06-17 20:54:00,40.7605,-73.9779,1,20,7,0,2,1,4,0
149962,2014-06-14 15:36:00,40.7529,-73.9696,1,15,7,0,2,5,4,0
380411,2014-06-19 13:40:00,40.5862,-74.0872,2,13,5,-1,0,3,2,-1
230403,2014-06-25 11:01:00,40.7369,-73.9889,1,11,2,0,2,2,0,0
324406,2014-06-10 15:10:00,40.7495,-74.0044,2,15,2,0,0,1,4,0
365764,2014-06-17 08:53:00,40.7782,-73.9783,2,8,1,0,2,1,4,0
595392,2014-06-20 22:57:00,40.7263,-73.9918,3,22,2,0,0,4,0,0
579579,2014-06-18 20:28:00,40.7584,-73.9692,3,20,7,0,2,2,4,0
388033,2014-06-20 11:45:00,40.72,-74.01,2,11,2,0,0,4,0,0
71276,2014-06-05 19:06:00,40.7143,-74.0005,1,19,2,0,0,3,0,0
172818,2014-06-17 20:56:00,40.7286,-73.9895,1,20,2,0,0,1,0,0
484966,2014-06-05 06:04:00,40.6483,-73.7826,3,6,3,1,4,3,1,1
367522,2014-06-17 15:44:00,40.7546,-73.9853,2,15,7,0,2,1,4,0
282264,2014-06-02 18:56:00,40.7542,-73.9425,2,18,1,0,2,0,4,0
450531,2014-06-29 11:03:00,40.7447,-73.981,2,11,7,0,2,6,4,0
280977,2014-06-02 14:18:00,40.7196,-73.9947,2,14,2,0,0,0,0,0
607810,2014-06-23 10:35:00,40.7256,-74.0052,3,10,2,0,0,0,0,0
284046,2014-06-03 08:26:00,40.7909,-73.9668,2,8,1,0,2,1,4,0
643391,2014-06-28 19:24:00,40.7174,-73.9645,3,19,0,0,0,5,0,0
161140,2014-06-16 10:02:00,40.7701,-73.9674,1,10,1,0,2,0,4,0
298422,2014-06-05 18:12:00,40.6932,-74.0009,2,18,2,0,0,3,0,0
438559,2014-06-27 17:39:00,40.7665,-73.9918,2,17,7,0,2,4,4,0
402905,2014-06-22 17:37:00,40.7421,-73.9877,2,17,7,0,2,6,4,0
64882,2014-06-05 07:40:00,40.7161,-74.0122,1,7,2,0,0,3,0,0
533758,2014-06-11 23:04:00,40.7283,-73.9994,3,23,2,0,0,2,0,0
167297,2014-06-17 08:39:00,40.7356,-73.983,1,8,2,0,0,1,0,0
487941,2014-06-05 13:17:00,40.7509,-73.9789,3,13,7,0,2,3,4,0
408237,2014-06-23 17:54:00,40.7518,-73.9763,2,17,7,0,2,0,4,0
181684,2014-06-18 21:09:00,40.6635,-73.9778,1,21,0,0,0,2,0,0
324910,2014-06-10 16:23:00,40.7588,-73.9779,2,16,7,0,2,1,4,0
499237,2014-06-06 20:25:00,40.6614,-73.9612,3,20,0,0,0,4,0,0
600476,2014-06-21 21:46:00,40.7147,-73.9478,3,21,0,0,0,5,0,0
407041,2014-06-23 14:55:00,40.752,-73.9259,2,14,1,0,2,0,4,0
163802,2014-06-16 17:39:00,40.7349,-74.0001,1,17,2,0,0,0,0,0
271452,2014-06-30 12:19:00,40.7884,-73.9409,1,12,1,0,2,0,4,0
225077,2014-06-24 17:11:00,40.773,-73.8855,1,17,6,2,1,1,3,2
140546,2014-06-13 15:13:00,40.7667,-73.9539,1,15,1,0,2,4,4,0
88060,2014-06-07 17:14:00,40.7475,-74.0059,1,17,2,0,0,5,4,0
429560,2014-06-26 17:12:00,40.721,-73.9979,2,17,2,0,0,3,0,0
331459,2014-06-11 17:07:00,40.7496,-74.0047,2,17,2,0,0,2,4,0
294012,2014-06-05 00:26:00,40.7656,-73.9761,2,0,7,0,2,3,4,0
247817,2014-06-27 05:45:00,40.7246,-73.9916,1,5,2,0,0,4,0,0
279030,2014-06-01 22:13:00,40.7211,-73.9948,2,22,2,0,0,6,0,0
407338,2014-06-23 15:48:00,40.7256,-73.9934,2,15,2,0,0,0,0,0
368916,2014-06-17 18:33:00,40.7627,-73.9754,2,18,7,0,2,1,4,0
562282,2014-06-15 23:28:00,40.6949,-74.178,3,23,5,3,3,6,2,3
557449,2014-06-14 22:14:00,40.7286,-74.011,3,22,2,0,0,5,0,0
176345,2014-06-18 11:31:00,40.7533,-73.9961,1,11,7,0,2,2,4,0
235433,2014-06-25 20:09:00,40.6756,-73.9823,1,20,0,0,0,2,0,0
632734,2014-06-27 04:51:00,40.6457,-73.7767,3,4,3,1,4,4,1,1
533675,2014-06-11 22:49:00,40.74,-73.9901,3,22,2,0,2,2,0,0
568437,2014-06-17 08:05:00,40.7216,-73.9876,3,8,2,0,0,1,0,0
445002,2014-06-28 16:01:00,40.6891,-73.992,2,16,0,0,0,5,0,0
391408,2014-06-20 19:39:00,40.8486,-73.903,2,19,1,-1,2,4,3,-1
156544,2014-06-15 14:12:00,40.7721,-73.9673,1,14,1,0,2,6,4,0
319677,2014-06-09 16:26:00,40.7341,-74.01,2,16,2,0,0,0,0,0
499289,2014-06-06 20:36:00,40.7592,-73.9846,3,20,7,0,2,4,4,0
569243,2014-06-17 11:20:00,40.7217,-74.006,3,11,2,0,0,1,0,0
151120,2014-06-14 17:57:00,40.7587,-73.986,1,17,7,0,2,5,4,0
215081,2014-06-23 06:15:00,40.7914,-73.9741,1,6,1,0,2,0,4,0
70060,2014-06-05 17:20:00,40.6913,-73.996,1,17,0,0,0,3,0,0
456231,2014-06-30 12:02:00,40.7241,-73.9826,2,12,2,0,0,0,0,0
198109,2014-06-20 17:24:00,40.645,-73.7818,1,17,3,1,4,4,1,1
512498,2014-06-09 05:53:00,40.7693,-73.9346,3,5,1,0,2,0,4,0
447928,2014-06-28 22:43:00,40.7589,-73.9941,2,22,7,0,2,5,4,0
37504,2014-06-01 19:00:00,40.645,-73.7818,1,19,3,1,4,6,1,1
11842,2014-06-11 15:21:00,40.7524,-73.9934,0,15,7,0,2,2,4,0
186919,2014-06-19 14:59:00,40.7339,-73.99,1,14,2,0,0,3,0,0
410572,2014-06-24 07:26:00,40.7706,-73.9574,2,7,1,0,2,1,4,0
142637,2014-06-13 17:49:00,40.7259,-74.0078,1,17,2,0,0,4,0,0
306121,2014-06-06 22:32:00,40.7269,-73.9947,2,22,2,0,0,4,0,0
338403,2014-06-12 17:02:00,40.7759,-73.9441,2,17,1,0,2,3,4,0
143212,2014-06-13 18:16:00,40.7648,-73.9311,1,18,1,0,2,4,4,0
115567,2014-06-11 06:09:00,40.7339,-74.0097,1,6,2,0,0,2,0,0
14140,2014-06-13 01:35:00,40.7746,-73.9536,0,1,1,0,2,4,4,0
508888,2014-06-08 11:54:00,40.8115,-73.9576,3,11,1,0,2,6,4,0
132771,2014-06-12 20:02:00,40.7282,-74.0054,1,20,2,0,0,3,0,0
478433,2014-06-04 07:44:00,40.7716,-73.9831,3,7,7,0,2,2,4,0
393892,2014-06-21 01:57:00,40.7407,-74.0056,2,1,2,0,0,5,0,0
282221,2014-06-02 18:42:00,40.7227,-73.9981,2,18,2,0,0,0,0,0
236032,2014-06-25 21:08:00,40.7574,-73.9823,1,21,7,0,2,2,4,0
78395,2014-06-06 15:03:00,40.7672,-73.9684,1,15,7,0,2,4,4,0
460351,2014-06-01 01:15:00,40.7276,-73.9982,3,1,2,0,0,6,0,0
467035,2014-06-02 12:37:00,40.8502,-73.9341,3,12,1,-1,2,0,3,-1
422153,2014-06-25 18:50:00,40.7595,-73.9716,2,18,7,0,2,2,4,0
316017,2014-06-09 00:09:00,40.7646,-73.9705,2,0,7,0,2,0,4,0
496997,2014-06-06 15:56:00,40.7338,-73.9929,3,15,2,0,0,4,0,0
582460,2014-06-19 09:02:00,40.6602,-73.991,3,9,0,0,0,3,0,0
433486,2014-06-26 23:21:00,40.7448,-73.999,2,23,2,0,0,3,4,0
267111,2014-06-29 17:08:00,40.6896,-73.9708,1,17,0,0,0,6,0,0
590205,2014-06-20 08:24:00,40.7481,-73.9712,3,8,7,0,2,4,4,0
387197,2014-06-20 08:29:00,40.6851,-73.9992,2,8,0,0,0,4,0,0
104776,2014-06-09 18:54:00,40.7268,-73.9963,1,18,2,0,0,0,0,0
657486,2014-06-10 03:44:00,40.757,-73.9719,4,3,7,0,2,1,4,0
298416,2014-06-05 18:11:00,40.7568,-73.9842,2,18,7,0,2,3,4,0
198051,2014-06-20 17:20:00,40.7695,-73.9808,1,17,7,0,2,4,4,0
587843,2014-06-19 21:28:00,40.7716,-73.9819,3,21,7,0,2,3,4,0
479162,2014-06-04 10:17:00,40.7249,-74.0089,3,10,2,0,0,2,0,0
511401,2014-06-08 20:56:00,40.7588,-73.977,3,20,7,0,2,6,4,0
302964,2014-06-06 14:05:00,40.749,-73.9761,2,14,7,0,2,4,4,0
